LSOA,Borough,IMD_Score,IMD_Rank
E01002082,Haringey,43.59,3555.0
E01002083,Haringey,30.91,7797.0
E01002084,Haringey,36.03,5857.0
E01002085,Haringey,41.16,4215.0
E01002086,Haringey,43.8,3491.0
E01002087,Haringey,42.54,3819.0
E01002088,Haringey,37.08,5494.0
E01002089,Haringey,55.77,1295.0
E01002090,Haringey,42.78,3762.0
E01002091,Haringey,57.61,1090.0
E01002092,Haringey,48.08,2564.0
E01002093,Haringey,51.27,1958.0
E01002094,Haringey,53.25,1660.0
E01002095,Haringey,52.43,1786.0
E01002096,Haringey,49.72,2226.0
E01002097,Haringey,44.29,3380.0
E01002098,Haringey,26.89,9678.0
E01002099,Haringey,49.22,2341.0
E01002100,Haringey,42.71,3781.0
E01002101,Haringey,35.45,6056.0
E01002102,Haringey,41.37,4160.0
E01002103,Haringey,35.96,5879.0
E01002104,Haringey,36.79,5584.0
E01002105,Haringey,36.65,5636.0
E01002106,Harrow,12.34,21121.0
E01002107,Harrow,10.86,22886.0
E01002108,Harrow,9.2,25086.0
E01002109,Harrow,8.15,26412.0
E01002110,Harrow,9.47,24722.0
E01002111,Harrow,14.79,18449.0
E01002112,Harrow,6.64,28254.0
E01002113,Harrow,15.43,17859.0
E01002114,Harrow,16.34,17048.0
E01002115,Harrow,11.56,22064.0
E01002116,Harrow,9.03,25301.0
E01002117,Harrow,12.96,20448.0
E01002118,Harrow,17.01,16468.0
E01002119,Harrow,17.71,15850.0
E01002120,Harrow,31.23,7662.0
E01002121,Harrow,16.44,16972.0
E01002122,Harrow,13.42,19891.0
E01002123,Harrow,18.35,15293.0
E01002124,Harrow,14.81,18428.0
E01002125,Harrow,19.15,14637.0
E01002126,Harrow,15.22,18047.0
E01002127,Harrow,14.19,19025.0
E01002128,Harrow,20.1,13926.0
E01002129,Harrow,22.06,12509.0
E01002130,Harrow,26.03,10124.0
E01002131,Harrow,25.4,10447.0
E01002132,Harrow,12.4,21064.0
E01002133,Harrow,30.06,8169.0
E01002134,Harrow,7.96,26653.0
E01002135,Harrow,16.02,17323.0
E01002136,Harrow,14.01,19223.0
E01002137,Harrow,6.35,28574.0
E01002138,Harrow,17.34,16159.0
E01002139,Harrow,33.55,6722.0
E01002140,Harrow,17.41,16100.0
E01002141,Harrow,14.13,19088.0
E01002142,Harrow,12.62,20818.0
E01002143,Harrow,21.85,12629.0
E01002144,Harrow,13.71,19579.0
E01002145,Harrow,21.68,12752.0
E01002146,Harrow,4.78,30273.0
E01002147,Harrow,7.81,26815.0
E01002148,Harrow,8.96,25396.0
E01002149,Harrow,4.25,30803.0
E01002150,Harrow,12.66,20781.0
E01002151,Harrow,35.79,5944.0
E01002152,Harrow,5.02,30026.0
E01002153,Harrow,4.92,30144.0
E01002154,Harrow,12.45,20998.0
E01002155,Harrow,5.97,29022.0
E01002156,Harrow,5.4,29657.0
E01002157,Harrow,11.62,21987.0
E01002158,Harrow,5.83,29184.0
E01002159,Harrow,13.4,19915.0
E01002160,Harrow,12.31,21162.0
E01002161,Harrow,15.47,17813.0
E01002162,Harrow,15.5,17785.0
E01002163,Harrow,10.77,22995.0
E01002164,Harrow,10.37,23543.0
E01002165,Harrow,16.66,16773.0
E01002166,Harrow,15.17,18103.0
E01002167,Harrow,19.92,14056.0
E01002168,Harrow,27.29,9487.0
E01002169,Harrow,19.0,14752.0
E01002170,Harrow,18.13,15480.0
E01002171,Harrow,14.22,18983.0
E01002172,Harrow,13.73,19561.0
E01002173,Harrow,12.52,20933.0
E01002174,Harrow,10.79,22973.0
E01002175,Harrow,14.51,18707.0
E01002176,Harrow,11.45,22189.0
E01002177,Harrow,15.61,17693.0
E01002178,Harrow,9.98,24058.0
E01002179,Harrow,24.74,10822.0
E01002180,Harrow,30.44,8012.0
E01002181,Harrow,12.11,21408.0
E01002182,Harrow,14.52,18698.0
E01002183,Harrow,18.81,14918.0
E01002184,Harrow,20.34,13742.0
E01002185,Harrow,33.29,6807.0
E01002186,Harrow,19.29,14537.0
E01002187,Harrow,11.88,21676.0
E01002188,Harrow,3.86,31149.0
E01002189,Harrow,6.28,28677.0
E01002190,Harrow,5.74,29274.0
E01002191,Harrow,7.03,27776.0
E01002192,Harrow,8.8,25579.0
E01002193,Harrow,14.9,18344.0
E01002194,Harrow,6.01,28980.0
E01002195,Harrow,5.82,29192.0
E01002196,Harrow,4.44,30602.0
E01002197,Harrow,11.04,22668.0
E01002198,Harrow,14.32,18873.0
E01002199,Harrow,15.79,17528.0
E01002200,Harrow,15.98,17339.0
E01002201,Harrow,10.74,23038.0
E01002202,Harrow,23.13,11819.0
E01002203,Harrow,15.63,17675.0
E01002204,Harrow,14.1,19126.0
E01002205,Harrow,8.22,26317.0
E01002206,Harrow,12.44,21005.0
E01002207,Harrow,9.9,24165.0
E01002208,Harrow,5.87,29135.0
E01002209,Harrow,9.93,24118.0
E01002210,Harrow,11.82,21747.0
E01002211,Harrow,27.29,9488.0
E01002212,Harrow,22.97,11916.0
E01002213,Harrow,18.56,15136.0
E01002214,Harrow,18.96,14795.0
E01002215,Harrow,24.49,10972.0
E01002216,Harrow,11.11,22576.0
E01002217,Harrow,42.34,3879.0
E01002218,Harrow,17.39,16121.0
E01002219,Harrow,17.03,16448.0
E01002220,Harrow,11.85,21708.0
E01002221,Harrow,17.53,15998.0
E01002222,Harrow,12.65,20789.0
E01002223,Harrow,13.85,19401.0
E01002224,Harrow,22.88,11975.0
E01002225,Harrow,6.83,28026.0
E01002226,Harrow,14.71,18521.0
E01002227,Harrow,38.69,4968.0
E01002228,Harrow,16.03,17321.0
E01002229,Harrow,21.18,13124.0
E01002230,Harrow,10.82,22940.0
E01002231,Harrow,20.36,13718.0
E01002232,Harrow,20.41,13693.0
E01002233,Harrow,25.22,10546.0
E01002234,Harrow,22.84,11997.0
E01002235,Harrow,30.67,7904.0
E01002236,Harrow,25.07,10635.0
E01002237,Harrow,21.4,12952.0
E01002238,Harrow,13.43,19870.0
E01002239,Harrow,8.34,26169.0
E01002240,Harrow,20.3,13771.0
E01002241,Harrow,16.96,16510.0
E01002242,Harrow,8.7,25728.0
E01002243,Havering,29.9,8237.0
E01002244,Havering,16.78,16672.0
E01002245,Havering,19.21,14595.0
E01002246,Havering,11.86,21688.0
E01002247,Havering,17.41,16094.0
E01002248,Havering,23.22,11773.0
E01002249,Havering,12.66,20782.0
E01002250,Havering,17.86,15724.0
E01002251,Havering,28.6,8847.0
E01002252,Havering,8.85,25515.0
E01002253,Havering,3.96,31057.0
E01002254,Havering,3.05,31791.0
E01002255,Havering,13.13,20241.0
E01002256,Havering,6.72,28158.0
E01002257,Havering,3.62,31347.0
E01002258,Havering,16.09,17278.0
E01002259,Havering,7.0,27816.0
E01002260,Havering,12.05,21476.0
E01002261,Havering,14.31,18893.0
E01002262,Havering,18.62,15090.0
E01002263,Havering,7.66,27000.0
E01002264,Havering,32.08,7306.0
E01002265,Havering,9.99,24036.0
E01002266,Havering,13.87,19383.0
E01002267,Havering,23.77,11430.0
E01002268,Havering,13.41,19898.0
E01002269,Havering,10.35,23572.0
E01002270,Havering,8.69,25737.0
E01002271,Havering,7.94,26673.0
E01002272,Havering,10.98,22753.0
E01002273,Havering,10.85,22899.0
E01002274,Havering,8.61,25831.0
E01002275,Havering,8.32,26197.0
E01002276,Havering,31.1,7710.0
E01002277,Havering,32.77,7020.0
E01002278,Havering,34.2,6481.0
E01002279,Havering,26.11,10090.0
E01002280,Havering,44.99,3229.0
E01002281,Havering,39.8,4624.0
E01002282,Havering,42.64,3793.0
E01002283,Havering,26.52,9877.0
E01002284,Havering,29.15,8579.0
E01002285,Havering,7.21,27538.0
E01002286,Havering,7.5,27182.0
E01002287,Havering,10.92,22823.0
E01002288,Havering,7.93,26679.0
E01002289,Havering,10.19,23778.0
E01002290,Havering,9.23,25058.0
E01002291,Havering,9.57,24591.0
E01002292,Havering,20.03,13968.0
E01002293,Havering,13.57,19730.0
E01002294,Havering,12.47,20973.0
E01002295,Havering,12.52,20930.0
E01002296,Havering,11.41,22232.0
E01002297,Havering,40.09,4535.0
E01002298,Havering,13.6,19694.0
E01002299,Havering,23.51,11581.0
E01002300,Havering,11.72,21883.0
E01002301,Havering,12.28,21209.0
E01002302,Havering,15.1,18164.0
E01002303,Havering,28.38,8943.0
E01002304,Havering,23.1,11834.0
E01002305,Havering,14.38,18826.0
E01002306,Havering,29.98,8200.0
E01002307,Havering,24.44,11015.0
E01002308,Havering,27.15,9558.0
E01002309,Havering,25.02,10659.0
E01002310,Havering,38.0,5175.0
E01002311,Havering,27.89,9182.0
E01002312,Havering,26.3,9985.0
E01002313,Havering,34.58,6361.0
E01002314,Havering,37.11,5482.0
E01002315,Havering,24.7,10845.0
E01002316,Havering,41.67,4064.0
E01002317,Havering,6.61,28293.0
E01002318,Havering,8.8,25580.0
E01002319,Havering,16.25,17138.0
E01002320,Havering,7.97,26630.0
E01002321,Havering,9.67,24452.0
E01002322,Havering,9.24,25042.0
E01002323,Havering,12.81,20602.0
E01002324,Havering,18.99,14764.0
E01002325,Havering,26.26,10010.0
E01002326,Havering,21.7,12737.0
E01002327,Havering,12.73,20702.0
E01002328,Havering,11.27,22398.0
E01002329,Havering,15.1,18172.0
E01002330,Havering,16.1,17268.0
E01002331,Havering,14.97,18270.0
E01002332,Havering,14.42,18789.0
E01002333,Havering,10.24,23724.0
E01002334,Havering,10.29,23654.0
E01002335,Havering,19.28,14542.0
E01002336,Havering,12.03,21497.0
E01002337,Havering,12.67,20762.0
E01002338,Havering,10.68,23131.0
E01002339,Havering,5.02,30034.0
E01002340,Havering,8.77,25626.0
E01002341,Havering,10.98,22752.0
E01002342,Havering,17.3,16204.0
E01002343,Havering,11.95,21574.0
E01002344,Havering,14.17,19048.0
E01002345,Havering,32.59,7094.0
E01002346,Havering,22.27,12351.0
E01002347,Havering,14.07,19165.0
E01002348,Havering,9.82,24263.0
E01002349,Havering,13.46,19843.0
E01002350,Havering,28.81,8746.0
E01002351,Havering,11.96,21564.0
E01002352,Havering,13.97,19266.0
E01002353,Havering,15.81,17513.0
E01002354,Havering,5.78,29228.0
E01002355,Havering,5.86,29139.0
E01002356,Havering,39.2,4809.0
E01002357,Havering,22.95,11925.0
E01002358,Havering,18.98,14771.0
E01002359,Havering,8.36,26152.0
E01002360,Havering,13.6,19682.0
E01002361,Havering,19.17,14617.0
E01002362,Havering,7.18,27579.0
E01002363,Havering,22.11,12476.0
E01002364,Havering,8.79,25584.0
E01002365,Havering,13.75,19543.0
E01002366,Havering,11.75,21838.0
E01002367,Havering,11.78,21792.0
E01002368,Havering,45.77,3047.0
E01002369,Havering,19.86,14089.0
E01002370,Havering,25.72,10286.0
E01002371,Havering,18.68,15028.0
E01002372,Havering,10.96,22775.0
E01002373,Havering,13.83,19430.0
E01002374,Havering,16.97,16495.0
E01002375,Havering,26.59,9844.0
E01002376,Havering,5.02,30027.0
E01002377,Havering,10.06,23951.0
E01002378,Havering,7.54,27140.0
E01002379,Havering,9.36,24874.0
E01002380,Havering,19.94,14039.0
E01002381,Havering,14.08,19140.0
E01002382,Havering,10.32,23606.0
E01002383,Havering,10.4,23507.0
E01002384,Havering,5.65,29379.0
E01002385,Havering,9.1,25218.0
E01002386,Havering,8.19,26360.0
E01002387,Havering,3.76,31232.0
E01002388,Havering,2.21,32232.0
E01002389,Havering,4.52,30514.0
E01002390,Havering,3.03,31801.0
E01002391,Havering,11.26,22410.0
E01002392,Hillingdon,38.35,5068.0
E01002393,Hillingdon,29.05,8629.0
E01002394,Hillingdon,20.16,13882.0
E01002395,Hillingdon,17.56,15968.0
E01002396,Hillingdon,29.82,8267.0
E01002397,Hillingdon,27.99,9129.0
E01002398,Hillingdon,21.35,12989.0
E01002399,Hillingdon,19.44,14417.0
E01002400,Hillingdon,25.0,10670.0
E01002401,Hillingdon,30.41,8025.0
E01002402,Hillingdon,29.07,8619.0
E01002403,Hillingdon,31.13,7701.0
E01002404,Hillingdon,32.55,7108.0
E01002405,Hillingdon,26.04,10121.0
E01002406,Hillingdon,27.44,9399.0
E01002407,Hillingdon,27.32,9466.0
E01002408,Hillingdon,25.63,10333.0
E01002409,Hillingdon,25.42,10439.0
E01002410,Hillingdon,16.41,16999.0
E01002411,Hillingdon,26.12,10085.0
E01002412,Hillingdon,13.31,20025.0
E01002413,Hillingdon,30.53,7960.0
E01002414,Hillingdon,16.61,16815.0
E01002415,Hillingdon,8.4,26107.0
E01002416,Hillingdon,7.18,27580.0
E01002417,Hillingdon,7.08,27714.0
E01002418,Hillingdon,14.95,18290.0
E01002419,Hillingdon,8.94,25420.0
E01002420,Hillingdon,14.11,19119.0
E01002421,Hillingdon,9.24,25044.0
E01002422,Hillingdon,16.47,16949.0
E01002423,Hillingdon,13.56,19737.0
E01002424,Hillingdon,13.42,19892.0
E01002425,Hillingdon,24.4,11034.0
E01002426,Hillingdon,19.05,14706.0
E01002427,Hillingdon,13.92,19328.0
E01002428,Hillingdon,14.78,18459.0
E01002429,Hillingdon,27.84,9217.0
E01002430,Hillingdon,6.49,28430.0
E01002431,Hillingdon,4.99,30059.0
E01002432,Hillingdon,8.66,25779.0
E01002433,Hillingdon,17.54,15991.0
E01002434,Hillingdon,7.09,27708.0
E01002435,Hillingdon,5.37,29676.0
E01002436,Hillingdon,10.71,23094.0
E01002437,Hillingdon,6.43,28486.0
E01002438,Hillingdon,13.1,20285.0
E01002439,Hillingdon,18.97,14783.0
E01002440,Hillingdon,21.81,12664.0
E01002441,Hillingdon,22.43,12263.0
E01002442,Hillingdon,23.63,11512.0
E01002443,Hillingdon,20.64,13515.0
E01002444,Hillingdon,20.54,13585.0
E01002445,Hillingdon,36.53,5682.0
E01002446,Hillingdon,21.51,12860.0
E01002447,Hillingdon,22.45,12247.0
E01002448,Hillingdon,23.35,11682.0
E01002449,Hillingdon,24.04,11252.0
E01002450,Hillingdon,12.07,21461.0
E01002451,Hillingdon,11.07,22637.0
E01002452,Hillingdon,9.88,24186.0
E01002453,Hillingdon,12.24,21252.0
E01002454,Hillingdon,22.19,12419.0
E01002455,Hillingdon,24.43,11017.0
E01002456,Hillingdon,19.85,14101.0
E01002457,Hillingdon,27.57,9334.0
E01002458,Hillingdon,4.19,30871.0
E01002459,Hillingdon,4.2,30860.0
E01002460,Hillingdon,8.28,26245.0
E01002461,Hillingdon,10.31,23622.0
E01002462,Hillingdon,9.55,24615.0
E01002463,Hillingdon,7.89,26733.0
E01002464,Hillingdon,8.53,25927.0
E01002465,Hillingdon,15.03,18223.0
E01002466,Hillingdon,8.61,25828.0
E01002467,Hillingdon,7.09,27707.0
E01002468,Hillingdon,8.37,26139.0
E01002469,Hillingdon,9.66,24473.0
E01002470,Hillingdon,14.37,18828.0
E01002471,Hillingdon,8.23,26305.0
E01002472,Hillingdon,13.14,20227.0
E01002473,Hillingdon,14.04,19195.0
E01002474,Hillingdon,11.32,22324.0
E01002475,Hillingdon,15.68,17630.0
E01002476,Hillingdon,5.58,29458.0
E01002477,Hillingdon,9.32,24925.0
E01002478,Hillingdon,12.79,20632.0
E01002479,Hillingdon,19.78,14142.0
E01002480,Hillingdon,4.93,30127.0
E01002481,Hillingdon,24.59,10913.0
E01002482,Hillingdon,4.47,30576.0
E01002483,Hillingdon,14.32,18884.0
E01002484,Hillingdon,20.3,13769.0
E01002485,Hillingdon,16.59,16838.0
E01002486,Hillingdon,31.0,7754.0
E01002487,Hillingdon,28.97,8664.0
E01002488,Hillingdon,20.9,13315.0
E01002489,Hillingdon,20.97,13266.0
E01002490,Hillingdon,25.19,10571.0
E01002491,Hillingdon,30.39,8036.0
E01002492,Hillingdon,21.56,12830.0
E01002493,Hillingdon,38.98,4878.0
E01002494,Hillingdon,18.46,15215.0
E01002495,Hillingdon,14.14,19080.0
E01002496,Hillingdon,18.67,15038.0
E01002497,Hillingdon,19.66,14245.0
E01002498,Hillingdon,10.8,22969.0
E01002499,Hillingdon,18.24,15383.0
E01002500,Hillingdon,15.2,18071.0
E01002501,Hillingdon,20.87,13342.0
E01002502,Hillingdon,27.33,9463.0
E01002503,Hillingdon,32.27,7232.0
E01002504,Hillingdon,24.22,11143.0
E01002505,Hillingdon,32.68,7053.0
E01002506,Hillingdon,41.74,4040.0
E01002507,Hillingdon,24.27,11115.0
E01002508,Hillingdon,35.91,5892.0
E01002509,Hillingdon,9.0,25347.0
E01002510,Hillingdon,13.21,20135.0
E01002511,Hillingdon,22.04,12519.0
E01002512,Hillingdon,7.94,26668.0
E01002513,Hillingdon,13.02,20369.0
E01002514,Hillingdon,20.09,13930.0
E01002515,Hillingdon,19.42,14435.0
E01002516,Hillingdon,9.62,24525.0
E01002517,Hillingdon,13.99,19243.0
E01002518,Hillingdon,9.69,24436.0
E01002519,Hillingdon,22.66,12114.0
E01002520,Hillingdon,23.28,11735.0
E01002521,Hillingdon,38.1,5153.0
E01002522,Hillingdon,26.62,9831.0
E01002523,Hillingdon,23.75,11441.0
E01002524,Hillingdon,16.59,16834.0
E01002525,Hillingdon,18.09,15513.0
E01002526,Hillingdon,36.29,5772.0
E01002527,Hillingdon,27.91,9173.0
E01002528,Hillingdon,44.96,3234.0
E01002529,Hillingdon,21.04,13218.0
E01002530,Hillingdon,42.41,3854.0
E01002531,Hillingdon,17.42,16088.0
E01002532,Hillingdon,28.3,8972.0
E01002533,Hillingdon,16.85,16610.0
E01002534,Hillingdon,12.44,21009.0
E01002535,Hillingdon,8.11,26460.0
E01002536,Hillingdon,11.94,21595.0
E01002537,Hillingdon,8.49,25989.0
E01002538,Hillingdon,16.25,17135.0
E01002539,Hillingdon,7.85,26771.0
E01002540,Hillingdon,30.75,7869.0
E01002541,Hillingdon,20.52,13607.0
E01002542,Hillingdon,36.0,5867.0
E01002543,Hillingdon,33.75,6634.0
E01002544,Hillingdon,19.48,14382.0
E01002545,Hillingdon,41.91,3993.0
E01002546,Hillingdon,20.35,13731.0
E01002547,Hillingdon,25.35,10470.0
E01002548,Hillingdon,30.9,7807.0
E01002549,Hillingdon,23.19,11795.0
E01002550,Hillingdon,24.81,10782.0
E01002551,Hillingdon,25.67,10308.0
E01002552,Hillingdon,30.58,7940.0
E01002553,Hillingdon,33.68,6666.0
E01002554,Hillingdon,28.09,9078.0
E01002555,Hounslow,15.31,17978.0
E01002556,Hounslow,18.96,14790.0
E01002557,Hounslow,26.12,10084.0
E01002558,Hounslow,25.86,10210.0
E01002559,Hounslow,28.01,9122.0
E01002560,Hounslow,29.21,8546.0
E01002561,Hounslow,31.47,7570.0
E01002562,Hounslow,29.3,8513.0
E01002563,Hounslow,14.61,18613.0
E01002564,Hounslow,28.86,8724.0
E01002565,Hounslow,14.7,18531.0
E01002566,Hounslow,33.68,6662.0
E01002567,Hounslow,18.78,14942.0
E01002568,Hounslow,40.75,4346.0
E01002569,Hounslow,12.36,21109.0
E01002570,Hounslow,13.32,20006.0
E01002571,Hounslow,6.51,28403.0
E01002572,Hounslow,31.22,7666.0
E01002573,Hounslow,10.44,23465.0
E01002574,Hounslow,13.24,20111.0
E01002575,Hounslow,11.33,22310.0
E01002576,Hounslow,20.86,13346.0
E01002577,Hounslow,13.8,19483.0
E01002578,Hounslow,12.38,21084.0
E01002579,Hounslow,12.55,20895.0
E01002580,Hounslow,29.53,8399.0
E01002581,Hounslow,13.55,19745.0
E01002582,Hounslow,10.34,23589.0
E01002583,Hounslow,23.42,11633.0
E01002584,Hounslow,24.4,11031.0
E01002585,Hounslow,29.8,8282.0
E01002586,Hounslow,19.76,14156.0
E01002587,Hounslow,26.83,9713.0
E01002588,Hounslow,44.22,3400.0
E01002589,Hounslow,24.7,10848.0
E01002590,Hounslow,28.2,9018.0
E01002591,Hounslow,22.85,11989.0
E01002592,Hounslow,26.48,9899.0
E01002593,Hounslow,25.75,10271.0
E01002594,Hounslow,19.25,14558.0
E01002595,Hounslow,31.55,7538.0
E01002596,Hounslow,19.43,14426.0
E01002597,Hounslow,31.16,7685.0
E01002598,Hounslow,29.91,8235.0
E01002599,Hounslow,26.91,9667.0
E01002600,Hounslow,24.35,11065.0
E01002601,Hounslow,19.52,14350.0
E01002602,Hounslow,16.53,16890.0
E01002603,Hounslow,23.95,11310.0
E01002604,Hounslow,41.09,4235.0
E01002605,Hounslow,34.49,6393.0
E01002606,Hounslow,43.74,3507.0
E01002607,Hounslow,24.02,11264.0
E01002608,Hounslow,37.85,5231.0
E01002609,Hounslow,18.53,15153.0
E01002610,Hounslow,32.07,7313.0
E01002611,Hounslow,23.51,11578.0
E01002612,Hounslow,27.23,9514.0
E01002613,Hounslow,20.6,13542.0
E01002614,Hounslow,15.21,18060.0
E01002615,Hounslow,40.95,4273.0
E01002616,Hounslow,20.67,13491.0
E01002617,Hounslow,15.95,17366.0
E01002618,Hounslow,13.82,19456.0
E01002619,Hounslow,20.17,13870.0
E01002620,Hounslow,28.23,9009.0
E01002621,Hounslow,24.08,11227.0
E01002622,Hounslow,21.91,12588.0
E01002623,Hounslow,27.71,9275.0
E01002624,Hounslow,23.62,11523.0
E01002625,Hounslow,23.45,11614.0
E01002626,Hounslow,18.21,15403.0
E01002627,Hounslow,27.42,9410.0
E01002628,Hounslow,14.76,18480.0
E01002629,Hounslow,17.53,15993.0
E01002630,Hounslow,12.19,21315.0
E01002631,Hounslow,20.5,13619.0
E01002632,Hounslow,16.27,17121.0
E01002633,Hounslow,37.49,5346.0
E01002634,Hounslow,36.99,5510.0
E01002635,Hounslow,23.09,11846.0
E01002636,Hounslow,16.27,17118.0
E01002637,Hounslow,29.54,8388.0
E01002638,Hounslow,31.14,7695.0
E01002639,Hounslow,9.72,24400.0
E01002640,Hounslow,12.8,20621.0
E01002641,Hounslow,19.33,14505.0
E01002642,Hounslow,13.74,19549.0
E01002643,Hounslow,20.78,13415.0
E01002644,Hounslow,18.62,15086.0
E01002645,Hounslow,22.72,12072.0
E01002646,Hounslow,26.79,9730.0
E01002647,Hounslow,19.67,14235.0
E01002648,Hounslow,22.55,12173.0
E01002649,Hounslow,23.37,11673.0
E01002650,Hounslow,25.06,10640.0
E01002651,Hounslow,18.12,15482.0
E01002652,Hounslow,17.97,15604.0
E01002653,Hounslow,11.14,22544.0
E01002654,Hounslow,12.65,20791.0
E01002655,Hounslow,13.7,19588.0
E01002656,Hounslow,12.17,21345.0
E01002657,Hounslow,10.13,23837.0
E01002658,Hounslow,10.13,23842.0
E01002659,Hounslow,12.86,20548.0
E01002660,Hounslow,21.05,13205.0
E01002661,Hounslow,24.2,11156.0
E01002662,Hounslow,17.99,15591.0
E01002663,Hounslow,23.95,11313.0
E01002664,Hounslow,26.62,9826.0
E01002665,Hounslow,23.23,11766.0
E01002666,Hounslow,17.31,16180.0
E01002667,Hounslow,23.95,11307.0
E01002668,Hounslow,15.36,17922.0
E01002669,Hounslow,34.56,6374.0
E01002670,Hounslow,16.95,16512.0
E01002671,Hounslow,14.2,19009.0
E01002672,Hounslow,33.67,6672.0
E01002673,Hounslow,47.2,2733.0
E01002674,Hounslow,12.78,20658.0
E01002675,Hounslow,9.54,24631.0
E01002676,Hounslow,12.92,20493.0
E01002677,Hounslow,20.79,13408.0
E01002678,Hounslow,13.17,20188.0
E01002679,Hounslow,12.07,21457.0
E01002680,Hounslow,18.46,15208.0
E01002681,Hounslow,24.28,11110.0
E01002682,Hounslow,26.93,9649.0
E01002683,Hounslow,13.2,20150.0
E01002684,Hounslow,25.83,10222.0
E01002685,Hounslow,24.76,10814.0
E01002686,Hounslow,38.1,5146.0
E01002687,Hounslow,14.08,19153.0
E01002688,Hounslow,12.99,20417.0
E01002689,Hounslow,21.82,12656.0
E01002690,Hounslow,12.91,20510.0
E01002691,Hounslow,12.85,20560.0
E01002692,Hounslow,20.48,13633.0
E01002693,Hounslow,18.19,15427.0
E01002694,Islington,53.13,1672.0
E01002695,Islington,30.43,8015.0
E01002696,Islington,27.41,9415.0
E01002697,Islington,37.88,5220.0
E01002698,Islington,27.36,9447.0
E01002699,Islington,21.77,12684.0
E01002700,Islington,19.06,14702.0
E01002701,Islington,31.64,7500.0
E01002702,Islington,38.18,5121.0
E01002703,Islington,34.46,6405.0
E01002704,Islington,27.87,9192.0
E01002705,Islington,15.43,17853.0
E01002706,Islington,34.32,6444.0
E01002707,Islington,27.74,9259.0
E01002708,Islington,37.79,5247.0
E01002709,Islington,35.28,6117.0
E01002710,Islington,34.37,6426.0
E01002711,Islington,31.51,7552.0
E01002712,Islington,37.6,5314.0
E01002713,Islington,55.18,1385.0
E01002714,Islington,22.24,12381.0
E01002715,Islington,59.11,899.0
E01002716,Islington,48.3,2518.0
E01002717,Islington,31.77,7443.0
E01002718,Islington,32.11,7293.0
E01002719,Islington,27.0,9615.0
E01002720,Islington,58.06,1034.0
E01002721,Islington,36.15,5820.0
E01002722,Islington,42.58,3810.0
E01002723,Islington,32.54,7114.0
E01002724,Islington,15.21,18057.0
E01002725,Islington,28.92,8692.0
E01002726,Islington,31.69,7471.0
E01002727,Islington,31.63,7505.0
E01002728,Islington,27.31,9474.0
E01002729,Islington,42.07,3951.0
E01002730,Islington,44.75,3290.0
E01002731,Islington,37.21,5446.0
E01002732,Islington,58.8,938.0
E01002733,Islington,22.41,12276.0
E01002734,Islington,48.85,2406.0
E01002735,Islington,34.14,6507.0
E01002736,Islington,48.88,2396.0
E01002737,Islington,49.55,2269.0
E01002738,Islington,38.23,5106.0
E01002739,Islington,23.65,11492.0
E01002740,Islington,23.6,11534.0
E01002741,Islington,44.47,3348.0
E01002742,Islington,19.07,14689.0
E01002743,Islington,28.04,9109.0
E01002744,Islington,29.45,8436.0
E01002745,Islington,21.15,13145.0
E01002746,Islington,40.45,4432.0
E01002747,Islington,26.51,9885.0
E01002748,Islington,43.64,3535.0
E01002749,Islington,30.43,8014.0
E01002750,Islington,21.93,12579.0
E01002751,Islington,51.97,1857.0
E01002752,Islington,28.77,8767.0
E01002753,Islington,33.7,6659.0
E01002754,Islington,28.25,8999.0
E01002755,Islington,42.61,3802.0
E01002756,Islington,31.51,7549.0
E01002757,Islington,28.81,8749.0
E01002758,Islington,55.1,1397.0
E01002759,Islington,26.96,9635.0
E01002760,Islington,48.06,2566.0
E01002761,Islington,40.87,4304.0
E01002762,Islington,38.95,4885.0
E01002763,Islington,32.89,6973.0
E01002764,Islington,37.15,5467.0
E01002765,Islington,44.73,3293.0
E01002766,Islington,39.75,4638.0
E01002767,Islington,41.6,4085.0
E01002768,Islington,33.79,6620.0
E01002769,Islington,25.22,10542.0
E01002770,Islington,39.04,4855.0
E01002771,Islington,33.44,6761.0
E01002772,Islington,38.35,5065.0
E01002773,Islington,51.12,1984.0
E01002774,Islington,41.46,4129.0
E01002775,Islington,31.51,7550.0
E01002776,Islington,35.38,6081.0
E01002777,Islington,33.57,6718.0
E01002778,Islington,55.3,1368.0
E01002779,Islington,31.73,7457.0
E01002780,Islington,37.48,5349.0
E01002781,Islington,40.7,4360.0
E01002782,Islington,46.66,2835.0
E01002783,Islington,47.67,2638.0
E01002784,Islington,42.04,3960.0
E01002785,Islington,36.06,5851.0
E01002786,Islington,42.32,3884.0
E01002787,Islington,30.65,7913.0
E01002788,Islington,28.84,8734.0
E01002789,Islington,24.44,11012.0
E01002790,Islington,40.82,4320.0
E01002791,Islington,31.58,7530.0
E01002792,Islington,22.35,12316.0
E01002793,Islington,40.43,4437.0
E01002794,Islington,29.8,8280.0
E01002795,Islington,41.01,4256.0
E01002796,Islington,35.57,6013.0
E01002797,Islington,41.91,3996.0
E01002798,Islington,21.28,13041.0
E01002799,Islington,41.62,4079.0
E01002800,Islington,50.04,2169.0
E01002801,Islington,25.2,10558.0
E01002802,Islington,27.56,9340.0
E01002803,Islington,30.27,8079.0
E01002804,Islington,47.42,2688.0
E01002805,Islington,29.06,8623.0
E01002806,Islington,32.48,7140.0
