LSOA,Borough,IMD_Score,IMD_Rank
E01003472,Merton,3.01,31812.0
E01003473,Merton,5.22,29812.0
E01003474,Merton,3.61,31356.0
E01003475,Merton,14.49,18731.0
E01003476,Merton,14.12,19105.0
E01003477,Merton,9.63,24514.0
E01003478,Merton,4.82,30229.0
E01003479,Newham,38.66,4973.0
E01003480,Newham,36.57,5661.0
E01003481,Newham,34.29,6456.0
E01003482,Newham,36.62,5644.0
E01003483,Newham,45.37,3129.0
E01003484,Newham,26.25,10013.0
E01003485,Newham,33.74,6641.0
E01003486,Newham,62.31,643.0
E01003487,Newham,53.86,1562.0
E01003488,Newham,56.62,1196.0
E01003489,Newham,52.61,1751.0
E01003490,Newham,42.63,3796.0
E01003491,Newham,47.53,2667.0
E01003492,Newham,36.19,5802.0
E01003493,Newham,43.44,3593.0
E01003494,Newham,30.62,7925.0
E01003495,Newham,26.09,10100.0
E01003496,Newham,44.47,3349.0
E01003497,Newham,43.76,3503.0
E01003498,Newham,42.54,3818.0
E01003499,Newham,57.64,1086.0
E01003500,Newham,55.21,1383.0
E01003501,Newham,47.97,2582.0
E01003502,Newham,55.34,1361.0
E01003503,Newham,65.93,423.0
E01003504,Newham,52.2,1820.0
E01003505,Newham,43.35,3616.0
E01003506,Newham,41.77,4038.0
E01003507,Newham,49.16,2354.0
E01003508,Newham,54.98,1416.0
E01003509,Newham,44.85,3258.0
E01003510,Newham,57.74,1077.0
E01003511,Newham,62.13,656.0
E01003512,Newham,52.86,1709.0
E01003513,Newham,33.15,6870.0
E01003514,Newham,46.37,2900.0
E01003515,Newham,50.98,2008.0
E01003516,Newham,59.91,832.0
E01003517,Newham,59.65,854.0
E01003518,Newham,30.27,8078.0
E01003519,Newham,33.78,6626.0
E01003520,Newham,39.74,4643.0
E01003521,Newham,40.13,4524.0
E01003522,Newham,43.68,3522.0
E01003523,Newham,43.88,3465.0
E01003524,Newham,44.86,3254.0
E01003525,Newham,43.68,3524.0
E01003526,Newham,40.02,4555.0
E01003527,Newham,29.92,8231.0
E01003528,Newham,48.96,2383.0
E01003529,Newham,38.22,5110.0
E01003530,Newham,33.97,6559.0
E01003531,Newham,48.61,2455.0
E01003532,Newham,41.09,4236.0
E01003533,Newham,40.72,4354.0
E01003534,Newham,39.07,4850.0
E01003535,Newham,50.33,2127.0
E01003536,Newham,35.32,6106.0
E01003537,Newham,33.54,6726.0
E01003538,Newham,39.69,4656.0
E01003539,Newham,35.82,5930.0
E01003540,Newham,48.69,2442.0
E01003541,Newham,39.35,4760.0
E01003542,Newham,42.17,3922.0
E01003543,Newham,33.74,6638.0
E01003544,Newham,32.92,6964.0
E01003545,Newham,42.61,3800.0
E01003546,Newham,37.89,5218.0
E01003547,Newham,32.42,7160.0
E01003548,Newham,34.05,6536.0
E01003549,Newham,42.41,3857.0
E01003550,Newham,36.72,5609.0
E01003551,Newham,45.66,3079.0
E01003552,Newham,40.65,4379.0
E01003553,Newham,45.18,3182.0
E01003554,Newham,34.41,6412.0
E01003555,Newham,37.31,5412.0
E01003556,Newham,43.44,3592.0
E01003557,Newham,51.13,1979.0
E01003558,Newham,45.37,3128.0
E01003559,Newham,40.4,4447.0
E01003560,Newham,35.25,6130.0
E01003561,Newham,36.87,5549.0
E01003562,Newham,35.07,6193.0
E01003563,Newham,33.18,6855.0
E01003564,Newham,36.69,5621.0
E01003565,Newham,38.67,4971.0
E01003566,Newham,45.11,3200.0
E01003567,Newham,35.34,6102.0
E01003568,Newham,30.23,8101.0
E01003569,Newham,42.59,3808.0
E01003570,Newham,46.09,2978.0
E01003571,Newham,36.09,5841.0
E01003572,Newham,40.37,4458.0
E01003573,Newham,35.24,6132.0
E01003574,Newham,34.18,6491.0
E01003575,Newham,43.15,3658.0
E01003576,Newham,51.72,1882.0
E01003577,Newham,53.58,1609.0
E01003578,Newham,46.04,2990.0
E01003579,Newham,42.75,3775.0
E01003580,Newham,40.71,4357.0
E01003581,Newham,42.71,3782.0
E01003582,Newham,41.84,4019.0
E01003583,Newham,43.52,3570.0
E01003584,Newham,33.71,6654.0
E01003585,Newham,42.97,3709.0
E01003586,Newham,44.28,3388.0
E01003587,Newham,43.79,3495.0
E01003588,Newham,45.53,3107.0
E01003589,Newham,33.54,6724.0
E01003590,Newham,49.66,2245.0
E01003591,Newham,51.7,1890.0
E01003592,Newham,36.25,5779.0
E01003593,Newham,43.9,3461.0
E01003594,Newham,38.64,4979.0
E01003595,Newham,37.56,5336.0
E01003596,Newham,36.64,5639.0
E01003597,Newham,33.52,6734.0
E01003598,Newham,44.35,3372.0
E01003599,Newham,43.8,3492.0
E01003600,Newham,42.84,3741.0
E01003601,Newham,50.63,2069.0
E01003602,Newham,40.99,4264.0
E01003603,Newham,36.33,5761.0
E01003604,Newham,46.73,2820.0
E01003605,Newham,43.74,3508.0
E01003606,Newham,43.35,3619.0
E01003607,Newham,42.28,3894.0
E01003608,Newham,29.38,8473.0
E01003609,Newham,50.72,2054.0
E01003610,Newham,37.83,5236.0
E01003611,Newham,54.3,1510.0
E01003612,Newham,22.58,12161.0
E01003613,Newham,40.75,4345.0
E01003614,Newham,45.14,3195.0
E01003615,Newham,45.32,3142.0
E01003616,Newham,40.35,4466.0
E01003617,Newham,48.29,2521.0
E01003618,Newham,38.45,5036.0
E01003619,Newham,52.94,1699.0
E01003620,Newham,44.77,3280.0
E01003621,Newham,38.98,4875.0
E01003622,Newham,46.67,2830.0
E01003623,Newham,46.35,2908.0
E01003624,Newham,38.09,5155.0
E01003625,Newham,36.73,5606.0
E01003626,Newham,31.48,7568.0
E01003627,Newham,29.72,8312.0
E01003628,Newham,28.57,8862.0
E01003629,Newham,32.74,7027.0
E01003630,Newham,41.9,3999.0
E01003631,Newham,36.83,5565.0
E01003632,Newham,33.11,6890.0
E01003633,Newham,58.54,976.0
E01003634,Newham,51.82,1870.0
E01003635,Newham,36.49,5699.0
E01003636,Newham,49.55,2267.0
E01003637,Newham,42.15,3932.0
E01003638,Redbridge,19.57,14307.0
E01003639,Redbridge,27.29,9486.0
E01003640,Redbridge,18.85,14882.0
E01003641,Redbridge,15.06,18197.0
E01003642,Redbridge,23.9,11339.0
E01003643,Redbridge,16.22,17169.0
E01003644,Redbridge,14.02,19215.0
E01003645,Redbridge,22.13,12459.0
E01003646,Redbridge,18.18,15432.0
E01003647,Redbridge,15.11,18155.0
E01003648,Redbridge,8.24,26293.0
E01003649,Redbridge,11.29,22380.0
E01003650,Redbridge,17.96,15620.0
E01003651,Redbridge,12.23,21269.0
E01003652,Redbridge,11.3,22368.0
E01003653,Redbridge,16.78,16670.0
E01003654,Redbridge,19.05,14705.0
E01003655,Redbridge,9.8,24292.0
E01003656,Redbridge,28.86,8725.0
E01003657,Redbridge,14.54,18670.0
E01003658,Redbridge,25.59,10355.0
E01003659,Redbridge,13.3,20027.0
E01003660,Redbridge,8.85,25514.0
E01003661,Redbridge,16.77,16681.0
E01003662,Redbridge,25.53,10381.0
E01003663,Redbridge,17.4,16107.0
E01003664,Redbridge,13.27,20080.0
E01003665,Redbridge,11.3,22363.0
E01003666,Redbridge,25.41,10444.0
E01003667,Redbridge,18.37,15274.0
E01003668,Redbridge,12.49,20952.0
E01003669,Redbridge,8.5,25980.0
E01003670,Redbridge,12.33,21142.0
E01003671,Redbridge,3.92,31107.0
E01003672,Redbridge,19.08,14685.0
E01003673,Redbridge,10.58,23247.0
E01003674,Redbridge,13.78,19502.0
E01003675,Redbridge,16.8,16654.0
E01003676,Redbridge,15.93,17393.0
E01003677,Redbridge,12.53,20916.0
E01003678,Redbridge,14.16,19054.0
E01003679,Redbridge,10.12,23853.0
E01003680,Redbridge,11.85,21702.0
E01003681,Redbridge,17.99,15590.0
E01003682,Redbridge,12.53,20920.0
E01003683,Redbridge,29.41,8463.0
E01003684,Redbridge,24.76,10812.0
E01003685,Redbridge,27.73,9264.0
E01003686,Redbridge,37.15,5461.0
E01003687,Redbridge,31.93,7371.0
E01003688,Redbridge,34.65,6337.0
E01003689,Redbridge,37.25,5434.0
E01003690,Redbridge,22.21,12403.0
E01003691,Redbridge,17.3,16194.0
E01003692,Redbridge,15.75,17563.0
E01003693,Redbridge,14.93,18307.0
E01003694,Redbridge,14.6,18622.0
E01003695,Redbridge,20.4,13699.0
E01003696,Redbridge,17.12,16358.0
E01003697,Redbridge,18.27,15359.0
E01003698,Redbridge,14.59,18628.0
E01003699,Redbridge,13.78,19499.0
E01003700,Redbridge,23.4,11650.0
E01003701,Redbridge,17.02,16462.0
E01003702,Redbridge,20.42,13684.0
E01003703,Redbridge,18.58,15115.0
E01003704,Redbridge,23.26,11746.0
E01003705,Redbridge,20.39,13701.0
E01003706,Redbridge,18.26,15367.0
E01003707,Redbridge,15.42,17864.0
E01003708,Redbridge,36.09,5838.0
E01003709,Redbridge,12.86,20551.0
E01003710,Redbridge,12.58,20868.0
E01003711,Redbridge,17.24,16249.0
E01003712,Redbridge,30.31,8066.0
E01003713,Redbridge,20.58,13555.0
E01003714,Redbridge,22.32,12327.0
E01003715,Redbridge,27.43,9406.0
E01003716,Redbridge,24.3,11097.0
E01003717,Redbridge,34.33,6438.0
E01003718,Redbridge,21.4,12954.0
E01003719,Redbridge,25.6,10351.0
E01003720,Redbridge,33.73,6644.0
E01003721,Redbridge,24.31,11095.0
E01003722,Redbridge,35.79,5949.0
E01003723,Redbridge,34.14,6509.0
E01003724,Redbridge,18.92,14821.0
E01003725,Redbridge,23.81,11397.0
E01003726,Redbridge,39.94,4576.0
E01003727,Redbridge,31.53,7545.0
E01003728,Redbridge,32.52,7123.0
E01003729,Redbridge,32.73,7032.0
E01003730,Redbridge,31.19,7673.0
E01003731,Redbridge,28.61,8842.0
E01003732,Redbridge,28.07,9096.0
E01003733,Redbridge,27.13,9569.0
E01003734,Redbridge,29.48,8423.0
E01003735,Redbridge,42.52,3829.0
E01003736,Redbridge,25.13,10608.0
E01003737,Redbridge,17.41,16099.0
E01003738,Redbridge,16.87,16593.0
E01003739,Redbridge,19.44,14418.0
E01003740,Redbridge,18.57,15123.0
E01003741,Redbridge,18.09,15512.0
E01003742,Redbridge,20.63,13524.0
E01003743,Redbridge,24.34,11075.0
E01003744,Redbridge,8.95,25406.0
E01003745,Redbridge,4.57,30483.0
E01003746,Redbridge,6.49,28427.0
E01003747,Redbridge,6.02,28968.0
E01003748,Redbridge,8.32,26192.0
E01003749,Redbridge,12.11,21416.0
E01003750,Redbridge,17.31,16185.0
E01003751,Redbridge,19.91,14063.0
E01003752,Redbridge,15.9,17418.0
E01003753,Redbridge,18.75,14969.0
E01003754,Redbridge,16.19,17186.0
E01003755,Redbridge,17.2,16277.0
E01003756,Redbridge,19.03,14726.0
E01003757,Redbridge,24.61,10904.0
E01003758,Redbridge,33.91,6585.0
E01003759,Redbridge,8.6,25845.0
E01003760,Redbridge,23.1,11831.0
E01003761,Redbridge,43.08,3675.0
E01003762,Redbridge,14.83,18404.0
E01003763,Redbridge,13.79,19488.0
E01003764,Redbridge,18.18,15441.0
E01003765,Redbridge,9.77,24334.0
E01003766,Redbridge,20.56,13575.0
E01003767,Redbridge,29.88,8247.0
E01003768,Redbridge,29.44,8442.0
E01003769,Redbridge,28.93,8688.0
E01003770,Redbridge,18.9,14836.0
E01003771,Redbridge,22.42,12267.0
E01003772,Redbridge,18.82,14903.0
E01003773,Redbridge,19.36,14477.0
E01003774,Redbridge,13.74,19546.0
E01003775,Redbridge,9.46,24744.0
E01003776,Redbridge,28.07,9090.0
E01003777,Redbridge,11.05,22658.0
E01003778,Redbridge,14.41,18795.0
E01003779,Redbridge,19.79,14135.0
E01003780,Redbridge,5.9,29086.0
E01003781,Redbridge,23.05,11867.0
E01003782,Redbridge,25.27,10513.0
E01003783,Redbridge,45.51,3110.0
E01003784,Redbridge,20.7,13470.0
E01003785,Redbridge,36.32,5766.0
E01003786,Redbridge,15.59,17720.0
E01003787,Redbridge,19.54,14339.0
E01003788,Redbridge,29.38,8470.0
E01003789,Redbridge,13.83,19435.0
E01003790,Redbridge,16.08,17287.0
E01003791,Redbridge,16.26,17123.0
E01003792,Redbridge,12.31,21156.0
E01003793,Redbridge,28.44,8919.0
E01003794,Redbridge,11.18,22497.0
E01003795,Redbridge,9.17,25124.0
E01003796,Redbridge,14.01,19219.0
E01003797,Richmond upon Thames,6.3,28643.0
E01003798,Richmond upon Thames,9.34,24897.0
E01003799,Richmond upon Thames,5.86,29149.0
E01003800,Richmond upon Thames,11.65,21948.0
E01003801,Richmond upon Thames,6.95,27888.0
E01003802,Richmond upon Thames,4.89,30169.0
E01003803,Richmond upon Thames,23.93,11321.0
E01003804,Richmond upon Thames,7.55,27136.0
E01003805,Richmond upon Thames,2.36,32168.0
E01003806,Richmond upon Thames,7.9,26723.0
E01003807,Richmond upon Thames,8.6,25846.0
E01003808,Richmond upon Thames,8.64,25794.0
E01003809,Richmond upon Thames,8.59,25861.0
E01003810,Richmond upon Thames,7.48,27220.0
E01003811,Richmond upon Thames,5.1,29950.0
E01003812,Richmond upon Thames,9.45,24757.0
E01003813,Richmond upon Thames,4.6,30459.0
E01003814,Richmond upon Thames,10.07,23922.0
E01003815,Richmond upon Thames,12.39,21072.0
E01003816,Richmond upon Thames,13.59,19696.0
E01003817,Richmond upon Thames,16.03,17320.0
E01003818,Richmond upon Thames,8.11,26464.0
E01003819,Richmond upon Thames,31.67,7479.0
E01003820,Richmond upon Thames,15.85,17482.0
E01003821,Richmond upon Thames,8.43,26072.0
E01003822,Richmond upon Thames,2.91,31876.0
E01003823,Richmond upon Thames,10.3,23638.0
E01003824,Richmond upon Thames,3.89,31127.0
E01003825,Richmond upon Thames,4.71,30345.0
E01003826,Richmond upon Thames,22.63,12131.0
E01003827,Richmond upon Thames,10.49,23389.0
E01003828,Richmond upon Thames,4.91,30152.0
E01003829,Richmond upon Thames,25.18,10572.0
E01003830,Richmond upon Thames,8.55,25904.0
E01003831,Richmond upon Thames,10.38,23525.0
E01003832,Richmond upon Thames,29.78,8289.0
E01003833,Richmond upon Thames,13.71,19575.0
E01003834,Richmond upon Thames,12.46,20982.0
E01003835,Richmond upon Thames,5.27,29771.0
E01003836,Richmond upon Thames,14.77,18466.0
E01003837,Richmond upon Thames,8.93,25430.0
E01003838,Richmond upon Thames,7.01,27798.0
E01003839,Richmond upon Thames,12.97,20435.0
E01003840,Richmond upon Thames,13.83,19436.0
E01003841,Richmond upon Thames,30.1,8154.0
E01003842,Richmond upon Thames,15.51,17772.0
E01003843,Richmond upon Thames,14.79,18446.0
E01003844,Richmond upon Thames,7.86,26757.0
E01003845,Richmond upon Thames,8.39,26116.0
E01003846,Richmond upon Thames,3.45,31492.0
E01003847,Richmond upon Thames,8.58,25866.0
E01003848,Richmond upon Thames,11.99,21540.0
E01003849,Richmond upon Thames,8.43,26067.0
E01003850,Richmond upon Thames,11.67,21927.0
E01003851,Richmond upon Thames,6.44,28468.0
E01003852,Richmond upon Thames,12.83,20578.0
E01003853,Richmond upon Thames,12.15,21361.0
E01003854,Richmond upon Thames,13.44,19865.0
E01003855,Richmond upon Thames,18.26,15365.0
E01003856,Richmond upon Thames,9.09,25231.0
E01003857,Richmond upon Thames,9.64,24493.0
E01003858,Richmond upon Thames,6.96,27880.0
E01003859,Richmond upon Thames,7.0,27815.0
E01003860,Richmond upon Thames,9.07,25260.0
E01003861,Richmond upon Thames,9.65,24487.0
E01003862,Richmond upon Thames,13.14,20231.0
E01003863,Richmond upon Thames,18.47,15202.0
E01003864,Richmond upon Thames,7.3,27423.0
E01003865,Richmond upon Thames,14.38,18819.0
E01003866,Richmond upon Thames,3.76,31240.0
E01003867,Richmond upon Thames,12.1,21426.0
E01003868,Richmond upon Thames,5.92,29067.0
E01003869,Richmond upon Thames,6.71,28175.0
E01003870,Richmond upon Thames,7.62,27039.0
E01003871,Richmond upon Thames,5.49,29548.0
E01003872,Richmond upon Thames,9.09,25234.0
E01003873,Richmond upon Thames,9.46,24745.0
E01003874,Richmond upon Thames,7.94,26665.0
E01003875,Richmond upon Thames,7.17,27604.0
E01003876,Richmond upon Thames,9.43,24780.0
E01003877,Richmond upon Thames,6.56,28349.0
E01003878,Richmond upon Thames,19.34,14494.0
E01003879,Richmond upon Thames,6.67,28208.0
E01003880,Richmond upon Thames,7.03,27781.0
E01003881,Richmond upon Thames,5.49,29542.0
E01003882,Richmond upon Thames,7.46,27243.0
E01003883,Richmond upon Thames,7.02,27787.0
E01003884,Richmond upon Thames,7.61,27053.0
E01003885,Richmond upon Thames,7.86,26761.0
E01003886,Richmond upon Thames,5.37,29673.0
E01003887,Richmond upon Thames,5.01,30038.0
E01003888,Richmond upon Thames,15.29,17991.0
E01003889,Richmond upon Thames,5.66,29367.0
E01003890,Richmond upon Thames,5.85,29161.0
E01003891,Richmond upon Thames,4.36,30689.0
E01003892,Richmond upon Thames,6.38,28549.0
E01003893,Richmond upon Thames,8.5,25974.0
E01003894,Richmond upon Thames,7.47,27229.0
E01003895,Richmond upon Thames,9.28,24991.0
E01003896,Richmond upon Thames,6.53,28387.0
E01003897,Richmond upon Thames,10.0,24024.0
E01003898,Richmond upon Thames,7.24,27493.0
E01003899,Richmond upon Thames,6.75,28139.0
E01003900,Richmond upon Thames,18.99,14761.0
E01003901,Richmond upon Thames,8.55,25906.0
E01003902,Richmond upon Thames,6.22,28751.0
E01003903,Richmond upon Thames,12.75,20684.0
E01003904,Richmond upon Thames,9.98,24053.0
E01003905,Richmond upon Thames,8.91,25454.0
E01003906,Richmond upon Thames,12.5,20948.0
E01003907,Richmond upon Thames,19.71,14198.0
E01003908,Richmond upon Thames,5.99,28996.0
E01003909,Richmond upon Thames,8.76,25646.0
E01003910,Richmond upon Thames,7.92,26699.0
E01003911,Southwark,29.22,8541.0
E01003912,Southwark,37.97,5187.0
E01003913,Southwark,29.28,8519.0
E01003914,Southwark,32.08,7303.0
E01003915,Southwark,31.79,7432.0
E01003916,Southwark,24.13,11191.0
E01003917,Southwark,30.34,8058.0
E01003918,Southwark,35.03,6207.0
E01003919,Southwark,33.01,6931.0
E01003920,Southwark,39.45,4727.0
E01003921,Southwark,42.22,3912.0
E01003922,Southwark,35.6,6004.0
E01003923,Southwark,29.96,8214.0
E01003924,Southwark,35.52,6033.0
E01003925,Southwark,38.55,5010.0
E01003926,Southwark,26.99,9619.0
E01003927,Southwark,23.77,11426.0
E01003928,Southwark,27.37,9435.0
E01003929,Southwark,25.65,10321.0
E01003930,Southwark,26.99,9618.0
E01003931,Southwark,27.21,9526.0
E01003932,Southwark,39.41,4740.0
E01003933,Southwark,33.68,6668.0
E01003934,Southwark,27.56,9342.0
E01003935,Southwark,18.24,15379.0
E01003936,Southwark,11.63,21979.0
E01003937,Southwark,21.15,13147.0
E01003938,Southwark,31.09,7713.0
E01003939,Southwark,22.13,12460.0
E01003940,Southwark,32.4,7169.0
E01003941,Southwark,24.7,10846.0
E01003942,Southwark,31.43,7588.0
E01003943,Southwark,34.89,6260.0
E01003944,Southwark,34.13,6510.0
E01003945,Southwark,20.35,13733.0
E01003946,Southwark,20.85,13356.0
E01003947,Southwark,33.87,6598.0
E01003948,Southwark,21.18,13120.0
E01003949,Southwark,22.74,12062.0
E01003950,Southwark,39.26,4790.0
E01003951,Southwark,15.95,17364.0
E01003952,Southwark,18.98,14773.0
E01003953,Southwark,22.01,12539.0
E01003954,Southwark,22.15,12445.0
E01003955,Southwark,21.16,13141.0
E01003956,Southwark,18.4,15258.0
E01003957,Southwark,15.61,17692.0
E01003958,Southwark,20.32,13754.0
E01003959,Southwark,39.34,4761.0
E01003960,Southwark,28.55,8874.0
E01003961,Southwark,46.76,2813.0
E01003962,Southwark,37.59,5319.0
E01003963,Southwark,43.63,3537.0
E01003964,Southwark,41.56,4097.0
E01003965,Southwark,33.07,6913.0
E01003966,Southwark,43.18,3653.0
E01003967,Southwark,39.51,4705.0
E01003968,Southwark,33.1,6899.0
E01003969,Southwark,34.77,6304.0
E01003970,Southwark,31.11,7709.0
E01003971,Southwark,29.75,8301.0
E01003972,Southwark,30.28,8076.0
E01003973,Southwark,36.93,5529.0
E01003974,Southwark,37.71,5286.0
E01003975,Southwark,39.54,4698.0
E01003976,Southwark,30.17,8129.0
E01003977,Southwark,35.49,6046.0
E01003978,Southwark,24.23,11142.0
E01003979,Southwark,33.71,6656.0
E01003980,Southwark,40.32,4473.0
E01003981,Southwark,28.04,9112.0
E01003982,Southwark,16.86,16603.0
E01003983,Southwark,41.88,4006.0
E01003984,Southwark,41.6,4084.0
E01003985,Southwark,41.82,4027.0
E01003986,Southwark,45.82,3034.0
E01003987,Southwark,33.45,6759.0
E01003988,Southwark,40.41,4444.0
E01003989,Southwark,33.89,6589.0
E01003990,Southwark,38.3,5086.0
E01003991,Southwark,31.83,7411.0
E01003992,Southwark,27.27,9499.0
E01003993,Southwark,32.67,7059.0
E01003994,Southwark,39.85,4610.0
E01003995,Southwark,34.57,6364.0
E01003996,Southwark,32.07,7315.0
E01003997,Southwark,35.8,5940.0
E01003998,Southwark,32.81,7006.0
E01003999,Southwark,27.97,9139.0
E01004000,Southwark,36.56,5666.0
E01004001,Southwark,36.15,5822.0
E01004002,Southwark,26.12,10089.0
E01004003,Southwark,43.12,3668.0
E01004004,Southwark,39.94,4573.0
E01004005,Southwark,52.01,1853.0
E01004006,Southwark,34.23,6471.0
E01004007,Southwark,28.58,8856.0
E01004008,Southwark,41.04,4251.0
E01004009,Southwark,37.62,5310.0
E01004010,Southwark,31.46,7572.0
E01004011,Southwark,38.74,4950.0
E01004012,Southwark,44.29,3385.0
E01004013,Southwark,29.81,8277.0
E01004014,Southwark,37.65,5306.0
E01004015,Southwark,21.68,12751.0
E01004016,Southwark,26.93,9652.0
E01004017,Southwark,17.87,15713.0
E01004018,Southwark,15.6,17702.0
E01004019,Southwark,31.35,7618.0
E01004020,Southwark,35.9,5895.0
E01004021,Southwark,21.21,13096.0
E01004022,Southwark,33.23,6835.0
E01004023,Southwark,33.17,6858.0
E01004024,Southwark,37.38,5382.0
E01004025,Southwark,8.79,25599.0
E01004026,Southwark,7.36,27350.0
E01004027,Southwark,32.65,7066.0
E01004028,Southwark,39.18,4817.0
E01004029,Southwark,17.41,16095.0
E01004030,Southwark,27.09,9589.0
E01004031,Southwark,26.84,9705.0
E01004032,Southwark,11.71,21888.0
E01004033,Southwark,33.46,6752.0
E01004034,Southwark,30.72,7879.0
E01004035,Southwark,41.1,4231.0
E01004036,Southwark,36.4,5741.0
E01004037,Southwark,30.91,7798.0
E01004038,Southwark,29.81,8270.0
E01004039,Southwark,27.37,9436.0
E01004040,Southwark,45.5,3112.0
E01004041,Southwark,35.29,6113.0
E01004042,Southwark,43.35,3618.0
E01004043,Southwark,34.0,6551.0
E01004044,Southwark,41.21,4205.0
E01004045,Southwark,29.44,8448.0
E01004046,Southwark,24.41,11029.0
E01004047,Southwark,32.02,7339.0
E01004048,Southwark,21.2,13101.0
E01004049,Southwark,24.04,11251.0
E01004050,Southwark,18.31,15327.0
E01004051,Southwark,14.45,18764.0
E01004052,Southwark,27.83,9218.0
E01004053,Southwark,12.41,21041.0
E01004054,Southwark,13.22,20123.0
E01004055,Southwark,32.94,6959.0
E01004056,Southwark,24.57,10924.0
E01004057,Southwark,19.3,14526.0
E01004058,Southwark,10.52,23324.0
E01004059,Southwark,13.97,19259.0
E01004060,Southwark,38.52,5015.0
E01004061,Southwark,26.32,9977.0
E01004062,Southwark,34.57,6368.0
E01004063,Southwark,36.62,5645.0
E01004064,Southwark,33.51,6735.0
E01004065,Southwark,23.51,11579.0
E01004066,Southwark,36.87,5550.0
E01004067,Southwark,38.76,4943.0
E01004068,Southwark,37.14,5470.0
E01004069,Southwark,10.86,22889.0
E01004070,Southwark,19.4,14445.0
E01004071,Southwark,22.43,12262.0
E01004072,Southwark,12.76,20674.0
E01004073,Southwark,13.77,19507.0
E01004074,Southwark,15.67,17648.0
E01004075,Southwark,9.93,24115.0
E01004076,Sutton,21.17,13133.0
E01004077,Sutton,15.44,17844.0
E01004078,Sutton,16.59,16835.0
E01004079,Sutton,9.7,24418.0
E01004080,Sutton,7.94,26675.0
E01004081,Sutton,12.27,21221.0
E01004082,Sutton,7.75,26887.0
E01004083,Sutton,39.02,4864.0
E01004084,Sutton,7.63,27036.0
E01004085,Sutton,9.32,24940.0
E01004086,Sutton,19.41,14439.0
E01004087,Sutton,6.55,28359.0
E01004088,Sutton,43.15,3663.0
E01004089,Sutton,32.74,7029.0
E01004090,Sutton,40.16,4514.0
E01004091,Sutton,5.7,29330.0
E01004092,Sutton,8.22,26311.0
E01004093,Sutton,6.2,28772.0
E01004094,Sutton,9.91,24155.0
E01004095,Sutton,7.05,27745.0
E01004096,Sutton,16.51,16903.0
E01004097,Sutton,6.9,27946.0
E01004098,Sutton,10.62,23192.0
E01004099,Sutton,20.51,13613.0
E01004100,Sutton,8.84,25520.0
E01004101,Sutton,7.14,27635.0
E01004102,Sutton,11.22,22449.0
E01004103,Sutton,9.85,24227.0
E01004104,Sutton,4.52,30525.0
E01004105,Sutton,10.1,23883.0
E01004106,Sutton,4.78,30279.0
E01004107,Sutton,14.99,18259.0
E01004108,Sutton,15.99,17334.0
E01004109,Sutton,19.4,14447.0
E01004110,Sutton,10.92,22824.0
E01004111,Sutton,10.07,23929.0
E01004112,Sutton,2.91,31880.0
E01004113,Sutton,4.67,30385.0
E01004114,Sutton,6.47,28448.0
E01004115,Sutton,9.56,24601.0
E01004116,Sutton,6.9,27944.0
E01004117,Sutton,5.04,30003.0
E01004118,Sutton,10.69,23112.0
E01004119,Sutton,9.41,24797.0
E01004120,Sutton,5.29,29742.0
E01004121,Sutton,11.79,21782.0
E01004122,Sutton,6.05,28930.0
E01004123,Sutton,28.85,8728.0
E01004124,Sutton,22.25,12378.0
E01004125,Sutton,30.37,8047.0
E01004126,Sutton,29.85,8259.0
E01004127,Sutton,22.21,12406.0
E01004128,Sutton,24.01,11270.0
E01004129,Sutton,35.23,6135.0
E01004130,Sutton,12.76,20675.0
E01004131,Sutton,12.32,21149.0
E01004132,Sutton,8.38,26129.0
E01004133,Sutton,6.2,28780.0
E01004134,Sutton,16.16,17221.0
E01004135,Sutton,8.95,25404.0
E01004136,Sutton,11.22,22448.0
E01004137,Sutton,12.22,21280.0
E01004138,Sutton,16.25,17140.0
E01004139,Sutton,12.09,21438.0
E01004140,Sutton,34.77,6298.0
E01004141,Sutton,24.03,11260.0
E01004142,Sutton,31.46,7579.0
E01004143,Sutton,14.53,18689.0
E01004144,Sutton,10.5,23372.0
E01004145,Sutton,17.22,16260.0
E01004146,Sutton,16.99,16477.0
E01004147,Sutton,10.45,23451.0
E01004148,Sutton,23.5,11583.0
E01004149,Sutton,14.4,18804.0
E01004150,Sutton,19.38,14458.0
E01004151,Sutton,15.84,17496.0
E01004152,Sutton,17.99,15593.0
E01004153,Sutton,12.45,20997.0
E01004154,Sutton,4.78,30275.0
E01004155,Sutton,9.87,24201.0
E01004156,Sutton,12.65,20792.0
E01004157,Sutton,4.34,30711.0
E01004158,Sutton,10.97,22769.0
E01004159,Sutton,12.01,21525.0
E01004160,Sutton,11.19,22474.0
E01004161,Sutton,6.85,27998.0
E01004162,Sutton,14.08,19154.0
E01004163,Sutton,12.65,20785.0
E01004164,Sutton,13.0,20404.0
E01004165,Sutton,20.88,13332.0
E01004166,Sutton,14.27,18927.0
E01004167,Sutton,22.89,11966.0
E01004168,Sutton,9.52,24657.0
E01004169,Sutton,31.01,7747.0
E01004170,Sutton,9.74,24381.0
E01004171,Sutton,10.08,23904.0
E01004172,Sutton,28.8,8752.0
E01004173,Sutton,13.97,19261.0
E01004174,Sutton,16.65,16788.0
E01004175,Sutton,11.5,22122.0
E01004176,Sutton,15.84,17489.0
E01004177,Sutton,26.49,9894.0
